Date,PPI Input Index,Fuel Input Index,Black Metal Input Index,Base Metal Input Index,Chemical Input Index,Wood and Pulp Input Index,Construction and Non-metal Material Input Index,Other Raw Material Input Index,Subsidiary Agricultural Products Input Index,Fabric Raw Material Input Index
2014-10-01,97.9251977813121,103.604477363239,89.2662585902276,94.853216862379,107.783788587155,93.7540721778002,83.1152892480433,99.2151298133652,93.8439780900127,98.9345195639108
2014-09-01,98.335053592347,104.333659159219,89.8978341586059,95.1094006049292,108.267216188044,93.836138320571,83.1534448691469,99.4165345340129,94.4983929544961,99.3145148450591
2014-08-01,98.6851732898493,105.724798374369,90.3807794922451,94.3649520752825,108.541632004893,94.0144630658592,83.4785688095426,99.4725985937865,94.1053598653634,99.5545801719812
2014-07-01,98.8726328608466,107.117114849891,90.6089914922619,93.6725411897458,108.533778293276,94.2401660817612,84.2829536163728,99.493300821304,93.1332341399592,99.8158228131331
2014-06-01,99.0436527602109,108.258834643025,90.9733440905815,92.5194477982607,108.719116907411,94.2804864807574,84.8033106387493,99.4463644913236,92.794997273548,99.9917301225654
2014-05-01,99.3690092584729,109.293202068741,91.9259424368501,92.432807692535,109.178762558118,94.2736897130297,85.3150222799833,99.3272613595481,92.4702347937998,100.304051151225
2014-04-01,99.6994969716721,110.567571029644,92.7821253493401,91.9513906145062,109.936049557053,94.4034013359185,85.5948083277172,99.4492890804215,91.809188706816,100.503157966872
2014-03-01,100.348392816674,111.792802391176,93.5601983021906,93.1094340457204,110.680985818102,94.4212031145396,85.7745743095652,99.7524653011217,92.4835485465198,100.750259561283
2014-02-01,101.008161317195,112.139335977949,94.8388237169222,95.4341068407224,111.321832164796,94.4614325113224,86.1245384061791,99.9812157629196,93.2166817982446,100.92871818457
2014-01-01,101.299775048646,111.981711303967,95.6990743568137,96.5493091872708,111.284448709934,94.2931510381973,86.0833282085043,100.156209326685,94.0152197212772,100.873241759911
2013-12-01,101.21212567545,110.689209945586,96.1603123808031,96.7756530113706,110.939485415936,94.3391217668614,85.7338793027545,100.337333657518,94.7414124512997,100.799136482598
2013-11-01,100.948714482015,109.496372300635,96.0630637837637,97.1883179146896,110.316015842523,94.3163930246601,84.8836502075488,100.402167553281,94.8751015833006,100.698513762765
2013-10-01,100.69240738527,108.596667108342,96.068850082405,97.5301591745484,109.815101525296,94.3181925776219,84.2505348633724,100.462041128903,94.8814224246193,100.7224030099
2013-09-01,100.415710839054,107.859531403677,96.0478832041964,97.0439631430758,109.25832516886,94.4075794126152,83.8272487933223,100.492160369312,94.7372041825279,100.723531548084
2013-08-01,100.150831462702,107.490410714356,95.4969167429437,96.4229724726966,108.95424069727,94.400081850048,83.7366316859142,100.43407140251,94.1386449688858,100.693326876393
2013-07-01,100.011554578041,107.844758311669,94.7996183227019,95.3288278884604,109.016707430683,94.5566085354066,83.8418983212304,100.415472038946,93.3086879118167,100.809667893775
2013-06-01,100.482569571964,109.09023446086,95.1172824210693,96.4759876775337,109.802061046319,94.655433152506,84.237792242234,100.584573397989,92.8659470465214,101.00722559738
2013-05-01,101.088972117128,110.802319354685,96.5617228782981,96.8221718260343,110.766916401157,94.8442204257405,84.5641497627801,100.710834425002,92.0695497975916,101.162224491228
2013-04-01,101.87286757818,112.835218482666,97.6527014653126,97.9119325694422,111.808881211985,94.956200182964,84.7819797114383,100.988810656236,92.3549792433143,101.289062783895
2013-03-01,102.704611437084,114.672108639005,98.4671733467757,100.128398534419,113.173037395691,95.164578799641,85.1074399049854,101.078114058094,93.3057242763061,101.273142465199
2013-02-01,102.991125831032,114.499230634485,98.6827445033309,101.874578853435,113.612920664157,94.8131163727671,85.4446939504118,101.187427932261,94.06120393581,101.151475319782
2013-01-01,102.918603936912,114.26887080348,98.2283911327314,102.140950147993,113.241051549792,94.6949990280071,85.6784261461213,101.177658070517,94.2269974103133,100.961896071667
2012-12-01,102.629993151515,113.666933680499,97.5395707160774,102.495866794639,112.878421415081,94.5169769757807,85.9214251519407,101.111543596086,93.5022576175089,100.629009436484
2012-11-01,102.609365213831,113.214116985731,97.6319744647344,102.619127091712,112.949555756666,94.605896793808,85.8740767269691,101.212309402671,93.1631288436009,100.363003543816
2012-10-01,102.572338753172,112.640513450831,97.5331337597686,103.973731169006,112.844866326196,94.6512979822706,85.4024117490476,101.445974451575,93.4145312082416,100.242338257942
